cleaned_resume
skillsprogramminglanguagespythonpandasnumpyscipyscikitlearnmatplotlibsqljavajavascriptjquerymachinelearningregressionsvmnavebayesknnrandomforestdecisiontreesboostingtechniquesclusteranalysiswordembeddingsentimentanalysisnaturallanguageprocessingdimensionalityreductiontopicmodellingldanmfpcaneuralnetsdatabasevisualizationsmysqlsqlservercassandrahbaseelasticsearchdjsdcjsplotlykibanamatplotlibggplottableauothersregularexpressionhtmlcssangularlogstashkafkapythonflaskgitdockercomputervisionopencvandunderstandingofdeeplearningeducationdetailsdatascienceassuranceassociatedatascienceassuranceassociateernstyoungllpskilldetailsjavascriptexpriencemonthsjqueryexpriencemonthspythonexpriencemonthscompanydetailscompanyernstyoungllpdescriptionfraudinvestigationsanddisputeservicesassurancetechnologyassistedreviewtartechnologyassistedreviewassistsinacceleratingthereviewprocessandrunanalyticsandgeneratereportscorememberofateamhelpedindevelopingautomatedreviewplatformtoolfromscratchforassistingediscoverydomainthistoolimplementspredictivecodingandtopicmodellingbyautomatingreviewsresultinginreducedlaborcostsandtimespentduringthelawyersreviewunderstandtheendtoendflowofthesolutiondoingresearchanddevelopmentforclassificationmodelspredictiveanalysisandminingoftheinformationpresentintextdataworkedonanalyzingtheoutputsandprecisionmonitoringfortheentiretooltarassistsinpredictivecodingtopicmodellingfromtheevidencebyfollowingeystandardsdevelopedtheclassifiermodelsinordertoidentifyredflagsandfraudrelatedissuestoolstechnologiespythonscikitlearntfidfwordvecdocveccosinesimilaritynavebayesldanmffortopicmodellingvaderandtextblobforsentimentanalysismatplotlibtableaudashboardforreportingmultipledatascienceandanalyticprojectsusaclientstextanalyticsmotorvehiclecustomerreviewdatareceivedcustomerfeedbacksurveydataforpastoneyearperformedsentimentpositivenegativeneutralandtimeseriesanalysisoncustomercommentsacrossallcategoriescreatedheatmapoftermsbysurveycategorybasedonfrequencyofwordsextractedpositiveandnegativewordsacrossallthesurveycategoriesandplottedwordcloudcreatedcustomizedtableaudashboardsforeffectivereportingandvisualizationschatbotdevelopedauserfriendlychatbotforoneofourproductswhichhandlesimplequestionsabouthoursofoperationreservationoptionsandsoonthischatbotservesentireproductrelatedquestionsgivingoverviewoftoolviaqaplatformandalsogiverecommendationresponsessothatuserquestiontobuildchainofrelevantanswerthistoohasintelligencetobuildthepipelineofquestionsasperuserrequirementandaskstherelevantrecommendedquestionstoolstechnologiespythonnaturallanguageprocessingnltkspacytopicmodellingsentimentanalysiswordembeddingscikitlearnjavascriptjquerysqlserverinformationgovernanceorganizationstomakeinformeddecisionsaboutalloftheinformationtheystoretheintegratedinformationgovernanceportfoliosynthesizesintelligenceacrossunstructureddatasourcesandfacilitatesactiontoensureorganizationsarebestpositionedtocounterinformationriskscandatafrommultiplesourcesofformatsandparsedifferentfileformatsextractmetadatainformationpushresultsforindexingelasticsearchandcreatedcustomizedinteractivedashboardsusingkibanapreformingrotanalysisonthedatawhichgiveinformationofdatawhichhelpsidentifycontentthatiseitherredundantoutdatedortrivialpreformingfulltextsearchanalysisonelasticsearchwithpredefinedmethodswhichcantagaspiipersonallyidentifiableinformationsocialsecuritynumbersaddressesnamesetcwhichfrequentlytargetedduringcyberattackstoolstechnologiespythonflaskelasticsearchkibanafraudanalyticplatformfraudanalyticsandinvestigativeplatformtoreviewallredflagcasesfapisafraudanalyticsandinvestigativeplatformwithinbuiltcasemanagerandsuiteofanalyticsforvariouserpsystemsitcanbeusedbyclientstointerrogatetheiraccountingsystemsforidentifyingtheanomalieswhichcanbeindicatorsoffraudbyrunningadvancedanalyticstoolstechnologieshtmljavascriptsqlserverjquerycssbootstrapnodejsdjsdcjs
educationdetailsmaytomaybeuitrgpvdatascientistdatascientistmatelabsskilldetailspythonexpriencelessthanyearmonthsstatsmodelsexpriencemonthsawsexpriencelessthanyearmonthsmachinelearningexpriencelessthanyearmonthssklearnexpriencelessthanyearmonthsscipyexpriencelessthanyearmonthskerasexpriencelessthanyearmonthscompanydetailscompanymatelabsdescriptionmlplatformforbusinessprofessionalsdummiesandenthusiastsakoramangalathblockachievementstasksbehindsukhsagarbengaluruindiadevelopedanddeployedautopreprocessingstepsofmachinelearningmainlymissingvaluetreatmentoutlierdetectionencodingscalingfeatureselectionanddimensionalityreductiondeployedautomatedclassificationandregressionmodellinkedincominadityarathorebbreasearchanddeployedthetimeseriesforecastingmodelarimasarimaxholtwinterandprophetworkedonmetafeatureextractingproblemgithubcomrathorologyimplementedastateoftheartresearchpaperonoutlierdetectionformixedattributescompanymatelabsdescription
areasofinterestdeeplearningcontrolsystemdesignprogramminginpythonelectricmachinerywebdevelopmentanalyticstechnicalactivitiesqhindustanaeronauticslimitedbangaloreforweeksundertheguidanceofmrsatishseniorengineerinthehangarofmiragefighteraircrafttechnicalskillsprogrammingmatlabpythonandjavalabviewpythonwebframeworkdjangoflaskltspiceintermediatelanguagesandandmipowerintermediategithubgitbashjupyternotebookxamppmysqlbasicspythonsoftwarepackagesinterpretersanacondapythonpythonpycharmjavaideeclipseoperatingsystemswindowsubuntudebiankalilinuxeducationdetailsjanuarybtechelectricalandelectronicsengineeringmanipalinstituteoftechnologyjanuarydeekshacenterjanuarylittleflowerpublicschoolaugustmanipalacademyofhigherdatasciencedatascienceandelectricalenthusiastskilldetailsdataanalysisexpriencelessthanyearmonthsexcelexpriencelessthanyearmonthsmachinelearningexpriencelessthanyearmonthsmathematicsexpriencelessthanyearmonthspythonexpriencelessthanyearmonthsmatlabexpriencelessthanyearmonthselectricalengineeringexpriencelessthanyearmonthssqlexpriencelessthanyearmonthscompanydetailscompanythemathcompanydescriptioniamcurrentlyworkingwithacasinobasedoperatornamenottobedisclosedinmacauineedtosegmentthecustomerswhovisittheirpropertybasedonthevaluethepatronsbringintothecompanybasicallyprovethatthesegmentationcanbedoneinmuchbetterwaythanthecurrentsystemwhichtheyhavewithpropernumberstobackituphenceforththeycanimplementtargetmarketingstrategytoattracttheircustomerswhoaddvaluetothebusiness
skillsrpythonsaphanatableausaphanasqlsaphanapalmssqlsaplumiraclinearprogrammingdatamodellingadvanceanalyticsscmanalyticsretailanalyticssocialmediaanalyticsnlpeducationdetailsjanuarytojanuarypgdmbusinessanalyticsgreatlakesinstituteofmanagementillinoisinstituteoftechnologyjanuarybachelorofengineeringelectronicsandcommunicationbengalurukarnatakanewhorizoncollegeofengineeringbangalorevisvesvarayatechnologicaluniversitydatascienceconsultantconsultantdeloitteusiskilldetailslinearprogrammingexpriencemonthsretailexpriencemonthsretailmarketingexpriencemonthsscmexpriencemonthssqlexpriencelessthanyearmonthsdeeplearningexpriencelessthanyearmonthsmachinelearningexpriencelessthanyearmonthspythonexpriencelessthanyearmonthsrexpriencelessthanyearmonthscompanydetailscompanydeloitteusidescriptiontheprojectinvolvedanalysinghistoricdealsandcomingwithinsightstooptimizefuturedealsrolewasgivenrawdatacarriedoutendtoendanalysisandpresentedinsightstoclientkeyresponsibilitiesextractdatafromclientsystemsacrossgeographiesunderstandandbuildreportsintableauinfermeaningfulinsightstooptimizepricesandfindoutprocessblockadestechnicalenvironmentrtableauindustrycrossindustryserviceareacrossindustryproductsprojectnamehandwritingrecognitionconsultantmonthstheprojectinvolvedtakinghandwrittenimagesandconvertingthemtodigitaltextimagesbyobjectdetectionandsentencecreationroleiwasdevelopingsentencecorrectionfunctionalitykeyresponsibilitiesgatherdatalargeenoughtocaptureallenglishwordstrainlstmmodelsonwordstechnicalenvironmentpythonindustryfinanceserviceareafinancialservicesbidevelopmentprojectnameswiftconsultantmonthstheprojectwastodevelopananalyticsinfrastructureontopofsapsitwouldusertoviewfinancialreportstorespectivedepartmentsreportingalsoincludedforecastingexpensesroleiwasleadingtheoffshoreteamkeyresponsibilitiesdesigndevelopdatamodelsforreportingdevelopetlfordataflowvalidatevariousreportstechnicalenvironmentsaphanatableausapaoindustryhealthcareanalyticsservicearealifesciencesproductdevelopmentprojectnameclinicalhealthcaresystemconsultantmonthstheprojectwastodevelopananalyticsinfrastructureontopofargusitwouldallowuserstoqueryfasterandprovideadvanceanalyticscapabilitiesroleiwasinvolvedfromdesigntodeployphaseperformedalotofdatarestructuringandbuiltmodelsforinsightskeyresponsibilitiesdesigndevelopdatamodelsforreportingdevelopanddeployanalyticalmodelsvalidatevariousreportstechnicalenvironmentdatamodellingsaphanatableaunlpindustryfmcgserviceareatradepromotionprojectnameconsumptionbasedplanningforflowersfoodsconsultantmonthstheprojectinvolvedsettingupofcrmandcbpmodulesroleiwasinvolvedinkeydatadecompositionactivitiesandsettingupthebaseforfutureyearforecastoverthecourseoftheprojectidevelopedvariousmodelsandcarriedoutkeyperformanceimprovementskeyresponsibilitiesdesigndevelophanamodelsfordecompositiondevelopdataflowforforecastdevelopedvariousviewsforreportingofcustomersalesfundsvalidatevariousreportsinbobjtechnicalenvironmentdatamodellingsaphanabobjtimeseriesforecastinginternalinitiativeindustryfmcgcustomersegmentationandrfmanalysisconsultantmonthstheinitiativeinvolvedsettingupofhanapythoninterfaceandadvanceanalyticsonpythonoverthecourseihadsuccessfullysegmenteddataintofivecoresegmentsusingkmeansandcarriedoutrfmanalysisinpythonalsodevelopedalgorithmtocategorizeanynewcustomerunderthedefinedbucketstechnicalenvironmentanacondapythonhanaspsindustrytelecominvoicestatedetectionconsultantmonthstheinitiativewastoreducethemanualeffortinverifyingclosedandopeninvoicesmanuallyitinvolveddevelopmenttoadecisiontreetoclassifyopenclosedinvoicesthisenabledeffortreductionbytechnicalenvironmentrsappalsaphanaspsaccentureexperienceindustryanalyticscrossindustryinprocessanalyticsforsapseniordevelopermonthsaccenturesolutionspvtltdindiatheprojectinvolveddevelopmentofsapanalyticstoolinprocessanalyticsipamyrolewastodevelopdatabaseobjectsanddatamodelstoprovideoperationalinsightstoclientsroleihavedevelopedvariousfinancerelatedkpisandspearheadedvariousdeploymentsintroducedsappredictiveanalyticstoreducedevelopmenttimeandreusefunctionalitiesforkpisandpreparedproductionplanningreportskeyresponsibilitiesinvolvedininformationgatherphasedesignedandimplementedsaphanadatamodellingusingattributeviewanalyticviewandcalculationviewdevelopedvariouskpisindividuallyusingcomplexsqlscriptsincalculationviewscreatedproceduresinhanadatabasetookownershipanddevelopeddashboardfunctionalityinvolvedinbuildingdataprocessingalgorithmstobeexecutedinrserverforclusteranalysistechnicalenvironmentrsaphanatsqlindustrycrossindustryaccenturetestingacceleratorforsapdatabasedevelopermonthsaccenturesolutionspvtltdindiaroleihavetakencareofalldevelopmentactivitiesfortheatastoolandhavealsocompletedvariousdeploymentsoftheproductapartfromtheseactivitiesiwasalsoactivelyinvolvedinmaintenanceofthedatabaseserversproductionqualitykeyresponsibilitiesanalyzingbusinessrequirementsunderstandingthescopegettingrequirementsclarifiedinteractingwithbusinessandfurthertransformallrequirementstogenerateattributemappingdocumentsandreviewingmappingspecificationdocumentationcreateupdatedatabaseobjectsliketablesviewsstoredproceduresfunctionandpackagesmonitoredsqlservererrorlogsandapplicationlogsthroughsqlserveragentprepareddataflowdiagramsentityrelationshipdiagramsusingumlresponsiblefordesigningdevelopingandnormalizationofdatabasetablesexperienceinperformancetuningusingsqlprofilerinvolvedinqauatknowledgetransferandsupportactivitiestechnicalenvironmentsqlservervisualstudiowindowsserverperformancemonitorsqlserverprofilercplsqltsql
educationdetailsmcaymcaustfaridabadharyanadatascienceinternshipskilldetailsdatastructureexpriencelessthanyearmonthscexpriencelessthanyearmonthsdataanalysisexpriencelessthanyearmonthspythonexpriencelessthanyearmonthscorejavaexpriencelessthanyearmonthsdatabasemanagementexpriencelessthanyearmonthscompanydetailscompanyitechpowerdescription
skillscbasicsiotpythonmatlabdatasciencemachinelearninghtmlmicrosoftwordmicrosoftexcelmicrosoftpowerpointrecognitionacademicsecuredfirstplaceinbtecheducationdetailsaugusttomaybtechghatkesarandhrapradeshaurorasscientificandtechnologicalinstitutejunetomaysecondaryeducationwarangaltelanganasrjuniorcollegedatascienceskilldetailsmsofficeexpriencelessthanyearmonthscexpriencelessthanyearmonthsmachinelearningexpriencelessthanyearmonthsdatascienceexpriencelessthanyearmonthsmatlabexpriencelessthanyearmonthscompanydetailscompanydescription
skillspythontableaudatavisualizationrstudiomachinelearningstatisticsiabaccertifieddatascientistwithversatileexperienceoveryearsinmanagingbusinessdatascienceconsultingandleadinginnovationprojectsbringingbusinessideastoworkingrealworldsolutionsbeingastrongadvocatorofaugmentederawherehumancapabilitiesareenhancedbymachinesfahedispassionateaboutbringingbusinessconceptsinareaofmachinelearningairoboticsetctoreallifesolutionseducationdetailsjanuarybtechcomputerscienceengineeringmohalipunjabindoglobalcollegeofengineeringdatascienceconsultantdatascienceconsultantdatamitesskilldetailsmachinelearningexpriencemonthspythonexpriencemonthssolutionsexpriencemonthsdatascienceexpriencemonthsdatavisualizationexpriencemonthstableauexpriencemonthscompanydetailscompanydatamitesdescriptionanalyzedandprocessedcomplexdatasetsusingadvancedqueryingvisualizationandanalyticstoolsresponsibleforloadingextractingandvalidationofclientdataworkedonmanipulatingcleaningprocessingdatausingpythonusedtableaufordatavisualizationcompanyhereticsolutionspvtltddescriptionworkedcloselywithbusinesstoidentifyissuesanduseddatatoproposesolutionsforeffectivedecisionmakingmanipulatingcleansingprocessingdatausingpythonexcelandranalyzedrawdatadrawingconclusionsdevelopingrecommendationsusedmachinelearningtoolsandstatisticaltechniquestoproducesolutionstoproblems
educationdetailsbtechrayatandbahrainstituteofengineeringandbiotechnologydatasciencedatascienceskilldetailsnumpyexpriencelessthanyearmonthsmachinelearningexpriencelessthanyearmonthstensorflowexpriencelessthanyearmonthsscikitexpriencelessthanyearmonthspythonexpriencelessthanyearmonthsgcpexpriencelessthanyearmonthspandasexpriencelessthanyearmonthsneuralnetworkexpriencelessthanyearmonthscompanydetailscompanywiprodescriptionbhawanaaggarwalemailbhawanachdgmailcomphonevversatilehighenergyprofessionaltargetingchallengingassignmentsinmachineprofilesummaryanitprofessionalwithknowledgeandexperienceofyearsinwiprotechnologiesinmachinelearningdeeplearningdatasciencepythonsoftwaredevelopmentskilledinmanagingendtoenddevelopmentandsoftwareproductsprojectsfrominceptionrequirementspecsplanningdesigningimplementationconfigurationanddocumentationknowledgeonpythonmachinelearningdeeplearningdatasciencealgorithmsneuralnetworknlpgcpknowledgeonpythonlibrarieslikenumpypandasseabornmatplotlibcufflinksknowledgeondifferentalgorithmsinmachinelearninglikeknndecisiontreebiasvariancetradeoffsupportvectormachinesvmlogisticregressionneuralnetworkshaveknowledgeonunsupervisedsupervisedandreinforcementdataprogrammingexperienceinrelationalplatformslikemysqloraclehaveknowledgeonsomeprogramminglanguagelikecjavaexperienceincloudbasedenvironmentlikegooglecloudworkingondifferentoperatingsystemlikelinuxubuntuwindowsgoodinterpersonalandcommunicationskillsproblemsolvingskillswiththeabilitytothinklaterallyandtothinkwithamediumtermandlongtermperspectiveflexibilityandanopenattitudetochangeabilitytocreatedefineandownframeworkswithastrongemphasisoncodereusabilitytechnicalskillsprogramminglanguagespythonclibrariesseabornnumpypandascufflinksmatplotlibalgorithmsknndecisiontreelinearregressionlogisticregressionneuralnetworkskmeansclusteringtensorflowsvmdatabasessqloracleoperatingsystemslinuxwindowdevelopmentenvironmentsnetbeansnotebookssublimeticketingtoolsservicenowremedyeducationugeducationbtechcomputersciencefromrayatandbahrainstituteofengineeringandbiotechnologypassedwithinschoolingxiiinfrommotiramaryasrsecondaryschoolpassedwithxinfromvalleypublicschoolpassedwithcgpaworkexperincetitlewiproneuralintelligenceplatformteamsizebriefwiprosneuralintelligenceplatformharnessesthepowerofautomationandartificialintelligencetechnologiesnaturallanguageprocessingnlpcognitivemachinelearningandanalyticstheplatformcomprisesthreelayersadataengagementplatformthatcaneasilyaccessandmanagemultiplestructuredandunstructureddatasourcesanintentassessmentandreasoningenginethatincludessentimentandpredictiveanalyticsandadeepmachinelearningenginethatcansenseactandlearnovertimetheprojectentailedautomatingresponsestouserqueriesattheearliestthemonsterbotusingthepowerofdeepmachinelearningnlptohandlesuchqueriesusercanseethehowtheirqueriescanbeansweredquicklylikealllactivitiescanbeeliminatedentityextractorthisinvolvestextextractionandnlpforfetchingoutimportantinformationfromthetextlikedatesnamesplacescontactnumbersetcthisinvolvesregexbluemixnluapisandmachinelearningusingtensorflowforfurtherlearningofnewentitiesclassifierthisinvolvestheclassificationsofclassestrainingofdatasetandpredictingtheoutputusingthesklearnclassifiermnbsvmsgdasclassifierandsgdfortheoptimizationtomaptheuserquerieswiththebestsuitedresponseandmakethesystemefficientneradeeplearningnermodelistrainedtoextracttheentitiesfromthetextentitieslikerolesskillsorganizationscanbeextractedfromrawtextrnnlstmbidirectionalmodelistrainedforextractingsuchentitiesusingkerastensorflowframeworkotherprojectstitlediabetesdetectionbriefdevelopedthesoftwarewhichcandetectwhetherthepersonissufferingfromdiabetesornotandgotthethirdprizeinittrainingandcertificationstitlepythontrainingmachinelearningdatasciencedeeplearningorganizationudemycourseramachinelearningdeeplearningpersonalprofilefathersnamemrtirlokaggarwallanguageknownenglishhindimaritalstatussingledateofbirthgenderyyyymmddfcompanywiprodescriptiondevelopingprogramsinpythoncompanywiprodescriptiontitlewiproneuralintelligenceplatformteamsizebriefwiprosneuralintelligenceplatformharnessesthepowerofautomationandartificialintelligencetechnologiesnaturallanguageprocessingnlpcognitivemachinelearningandanalyticstheplatformcomprisesthreelayersadataengagementplatformthatcaneasilyaccessandmanagemultiplestructuredandunstructureddatasourcesanintentassessmentandreasoningenginethatincludessentimentandpredictiveanalyticsandadeepmachinelearningenginethatcansenseactandlearnovertimetheprojectentailedautomatingresponsestouserqueriesattheearliestthemonsterbotusingthepowerofdeepmachinelearningnlptohandlesuchqueriesusercanseethehowtheirqueriescanbeansweredquicklylikealllactivitiescanbeeliminatedentityextractorthisinvolvestextextractionandnlpforfetchingoutimportantinformationfromthetextlikedatesnamesplacescontactnumbersetcthisinvolvesregexbluemixnluapisandmachinelearningusingtensorflowforfurtherlearningofnewentitiesclassifierthisinvolvestheclassificationsofclassestrainingofdatasetandpredictingtheoutputusingthesklearnclassifiermnbsvmsgdasclassifierandsgdfortheoptimizationtomaptheuserquerieswiththebestsuitedresponseandmakethesystemefficientneradeeplearningnermodelistrainedtoextracttheentitiesfromthetextentitieslikerolesskillsorganizationscanbeextractedfromrawtextrnnlstmbidirectionalmodelistrainedforextractingsuchentitiesusingkerastensorflowframeworkcompanywiprotechnologiesdescriptionanitprofessionalwithknowledgeandexperienceofyearsinwiprotechnologiesinmachinelearningdeeplearningdatasciencepythonsoftwaredevelopmentskilledinmanagingendtoenddevelopmentandsoftwareproductsprojectsfrominceptionrequirementspecsplanningdesigningimplementationconfigurationanddocumentationknowledgeonpythonmachinelearningdeeplearningdatasciencealgorithmsneuralnetworknlpgcpknowledgeonpythonlibrarieslikenumpypandasseabornmatplotlibcufflinksknowledgeondifferentalgorithmsinmachinelearninglikeknndecisiontreebiasvariancetradeoffsupportvectormachinesvmlogisticregressionneuralnetworkshaveknowledgeonunsupervisedsupervisedandreinforcementdataprogrammingexperienceinrelationalplatformslikemysqloraclehaveknowledgeonsomeprogramminglanguagelikecjavaexperienceincloudbasedenvironmentlikegooglecloudworkingondifferentoperatingsystemlikelinuxubuntuwindowsgoodinterpersonalandcommunicationskillsproblemsolvingskillswiththeabilitytothinklaterallyandtothinkwithamediumtermandlongtermperspectiveflexibilityandanopenattitudetochangeabilitytocreatedefineandownframeworkswithastrongemphasisoncodereusability
personalskillsabilitytoquicklygrasptechnicalaspectsandwillingnesstolearnhighenergylevelsresultorientededucationdetailsjanuarymasterofengineeringcomputertechnologyapplicationbhopalmadhyapradeshtrubainstituteofengineeringinformationtechnologyjanuarybecomputersciencebhopalmadhyapradeshrkdfinstituteofscienceandtechnologycollegeofengineeringjanuarypolytechnicinformationtechnologyvidishamadhyapradeshsatiengineeringcollegeinvidishajanuarymtechthesisdetailbmchschoolinganjbasodadatascienceihavesixmonthexperienceindatasciencekeyskillsexperienceinmachinelearningdeepleaningnlppythonsqlwebscrapinggoodknowledgeincomputersubjectsandabilitytoupdateskilldetailsexperienceinmachinelearningdeeplearningnlppythonsqlwebcrawlinghtmlcssexpriencelessthanyearmonthscompanydetailscompanyrntaitechnologysolutiondescriptiontextclassificationusingmachinelearningalgorithmswithpythonpracticalknowledgeofdeeplearningalgorithmssuchasrecurrentneuralnetworksrnndevelopcustomdatamodelsandalgorithmstoapplytodatasetexperiencewithpythonpackageslikepandasscikitlearntensorflownumpymatplotlivnltkcomfortwithsqlmysqlsentimentanalysisapplyleavedatasetusingclassificationtechniqueliketfidflsawithcosinesimilarityusingmachinelearningalgorithmswebcrawlingusingseleniumwebdriverandbeautifulsoupwithpythoncompanylifeinsurancecorporationofindiabhopaldescriptionexplainingpolicyfeaturesandthebenefitsupdatedknowledgeoflifeinsuranceproductsandsharedwithcustomers
expertisedataandquantitativeanalysisdecisionanalyticspredictivemodelingdatadrivenpersonalizationkpidashboardsbigdataqueriesandinterpretationdataminingandvisualizationtoolsmachinelearningalgorithmsbusinessintelligencebiresearchreportsandforecastseducationdetailspgpindatasciencemumbaimaharashtraaegisschoolofdatasciencebusinessbeinelectronicscommunicationelectronicscommunicationindoremadhyapradeshiesipsacademydatascientistdatascientistwithprcanadaskilldetailsalgorithmsexpriencemonthsbiexpriencemonthsbusinessintelligenceexpriencemonthsmachinelearningexpriencemonthsvisualizationexpriencemonthssparkexpriencemonthspythonexpriencemonthstableauexpriencemonthsdataanalysisexpriencemonthscompanydetailscompanyaegisschoolofdatasciencebusinessdescriptionmostlyworkingonindustryprojectforprovidingsolutionalongwithteachingappointmentsteachundergraduateandgraduatelevelcoursesinsparkandmachinelearningasanadjunctfacultymemberataegisschoolofdatasciencemumbaitopresentcompanyaegisschoolofdatabusinessdescriptiondatascienceinternnovtojanfurnishexecutiveleadershipteamwithinsightsanalyticsreportsandrecommendationsenablingeffectivestrategicplanningacrossallbusinessunitsdistributionchannelsandproductlineschatbotusingawslexandtensorflowpythonthegoalofprojectcreatesachatbotforanacademicinstitutionoruniversitytohandlequeriesrelatedcoursesofferedbythatinstitutetheobjectiveofthistaskistoreducehumaneffortsaswellasreducemanmadeerrorsevenbythiscompanieshandletheirclientxinthiscasecompaniesareacademicinstitutionsandclientsareparticipantsorstudentswebscrapingusingseleniumwebdriverpythonthetaskistoscrapthedatafromtheonlinemessagingportalinatextformatandhavetofindthepatternformitdatavisualizationanddatainsightshadoopecosystemhivepysparkqliksensethegoalofthisprojectistobuildabusinesssolutionstoainternetserviceprovidercompanylikehandlingdatawhichisgeneratedperdaybasisforthatwehavetovisualizethatdataandfindtheusagepatternformitandhaveagenerateareportsimagebasedfrauddetectionmicrosoftfaceapipysparkopencvthemaingoalofprojectisrecognizesimilarityforafacetogivendatabaseimagesfacerecognitionistherecognizingaspecialfacefromsetofdifferentfacesfaceisextractedandthencomparedwiththedatabaseimageifthatimagerecognizedthenthepersonalreadyappliedforloanfromsomewhereelseandnowhidinghisorheridentitythisishowwearegoingtopreventthefraudsintheinitialstageitselfchurnanalysisforinternetserviceproviderrpythonmachinelearninghadooptheobjectiveistoidentifythecustomerwhoislikelytochurninagivenperiodoftimewehavetopretendthecustomergivingincentiveofferssentimentanalysispythonnlpapachesparkserviceinibmbluemixthisprojectishighlyemphasisontweetsfromtwitterdataweretakenformobilenetworksserviceprovidertodoasentimentanalysisandanalyzewhethertheexpressedopinionwaspositivenegativeorneutralcapturetheemotionsofthetweetsandcomparativeanalysisquantifiableresultsmentoreddatascienceenthusiasteachyearthathaveallsincegoneontograduateschoolindatascienceandbusinessanalyticsreviewedandevaluatedresearchpapersondatascienceforoneofthelargestdatascienceconferencecalleddatasciencecongressbyaegisschoolofbusinessmumbaiheadingasolutionprovidingorganizationcalleddatasciencedeliveredintoaegisschoolofdatasciencemumbaiandmanagedliveprojectsusingdatasciencetechniquesworkingforsomesocialcausewiththehelpofdatascienceforsocialgoodscommitteewhereourteamdevelopedaproductcalledletsfindamissingchildforhelpingsocietycompanyibmindiapvtltddescriptionmostlyworkedonblumixandibmwatsonfordatascience
